ID_Num,Raw_Score,IRT_Score
4584,84,0.49116
5733,84,0.49116
5046,84,0.49116
2568,84,0.49116
5402,84,0.49116
2192,84,0.49116
8055,84,0.49116
7663,84,0.49116
5185,84,0.49116
7234,84,0.49116
7655,84,0.49116
1377,84,0.49116
5743,84,0.49116
7634,85,0.52978
6820,85,0.52978
8906,85,0.52978
1455,85,0.52978
8687,85,0.52978
4735,85,0.52978
7425,85,0.52978
5486,85,0.52978
6878,85,0.52978
5835,85,0.52978
2839,85,0.52978
5074,85,0.52978
7514,85,0.52978
2141,85,0.52978
1494,86,0.5687
3560,86,0.5687
7874,86,0.5687
5450,86,0.5687
8867,86,0.5687
3921,86,0.5687
3218,86,0.5687
6063,86,0.5687
9834,86,0.5687
2079,86,0.5687
5013,86,0.5687
1785,86,0.5687
2138,86,0.5687
6260,86,0.5687
4871,86,0.5687
1237,86,0.5687
9867,86,0.5687
3426,86,0.5687
6916,87,0.60795
6779,87,0.60795
1498,87,0.60795
2510,87,0.60795
6868,87,0.60795
9971,87,0.60795
7226,87,0.60795
3298,87,0.60795
5895,87,0.60795
6688,87,0.60795
6619,87,0.60795
7650,87,0.60795
5307,87,0.60795
1934,87,0.60795
5458,87,0.60795
7517,87,0.60795
2660,87,0.60795
4693,87,0.60795
6721,87,0.60795
4905,87,0.60795
3296,87,0.60795
2794,87,0.60795
1041,87,0.60795
7101,87,0.60795
2945,87,0.60795
2487,88,0.64753
3024,88,0.64753
8686,88,0.64753
2533,88,0.64753
4089,88,0.64753
9539,88,0.64753
8669,88,0.64753
9299,88,0.64753
3162,88,0.64753
2149,88,0.64753
9451,88,0.64753
3683,88,0.64753
6759,88,0.64753
8198,88,0.64753
4464,89,0.68748
6076,89,0.68748
8886,89,0.68748
6981,89,0.68748
2592,89,0.68748
3151,89,0.68748
8279,89,0.68748
2995,89,0.68748
1442,89,0.68748
9209,89,0.68748
6836,89,0.68748
6152,89,0.68748
6186,89,0.68748
8683,89,0.68748
4539,89,0.68748
2408,89,0.68748
6986,89,0.68748
9917,89,0.68748
8380,89,0.68748
2380,89,0.68748
2932,89,0.68748
1052,89,0.68748
2017,89,0.68748
8403,89,0.68748
7851,89,0.68748
8970,89,0.68748
3301,89,0.68748
4015,89,0.68748
8003,89,0.68748
6674,90,0.72782
5003,90,0.72782
1782,90,0.72782
3215,90,0.72782
2374,90,0.72782
6593,90,0.72782
3851,90,0.72782
1735,90,0.72782
5620,90,0.72782
1084,90,0.72782
2946,90,0.72782
1505,90,0.72782
3053,90,0.72782
8508,90,0.72782
7401,90,0.72782
8087,90,0.72782
4829,90,0.72782
7244,90,0.72782
5476,90,0.72782
3987,90,0.72782
7289,90,0.72782
2900,90,0.72782
9832,90,0.72782
8158,90,0.72782
4416,90,0.72782
9922,91,0.76859
8756,91,0.76859
7379,91,0.76859
4588,91,0.76859
5236,91,0.76859
2034,91,0.76859
5871,91,0.76859
3928,91,0.76859
6708,91,0.76859
1366,91,0.76859
3435,91,0.76859
4656,91,0.76859
8219,91,0.76859
1145,91,0.76859
1528,91,0.76859
8647,91,0.76859
5111,91,0.76859
5271,91,0.76859
2854,91,0.76859
4703,91,0.76859
6245,91,0.76859
2523,91,0.76859
2325,91,0.76859
7923,91,0.76859
8971,91,0.76859
2410,91,0.76859
4456,91,0.76859
7104,91,0.76859
2294,91,0.76859
1102,91,0.76859
5579,91,0.76859
9289,92,0.80981
2878,92,0.80981
5996,92,0.80981
3846,92,0.80981
2173,92,0.80981
1011,92,0.80981
7156,92,0.80981
9221,92,0.80981
3786,92,0.80981
7254,92,0.80981
3818,92,0.80981
9201,92,0.80981
7025,92,0.80981
4321,92,0.80981
7312,92,0.80981
5025,92,0.80981
9156,92,0.80981
3145,92,0.80981
9720,93,0.85151
1464,93,0.85151
2806,93,0.85151
6829,93,0.85151
5798,93,0.85151
3445,93,0.85151
7859,93,0.85151
1607,93,0.85151
5610,93,0.85151
5817,93,0.85151
4155,93,0.85151
6125,93,0.85151
4280,93,0.85151
1534,93,0.85151
7746,93,0.85151
4929,93,0.85151
4129,93,0.85151
8128,93,0.85151
9135,93,0.85151
8226,93,0.85151
8987,93,0.85151
9061,94,0.89372
1392,94,0.89372
8677,94,0.89372
3619,94,0.89372
7868,94,0.89372
6961,94,0.89372
1556,94,0.89372
4763,94,0.89372
9300,94,0.89372
9307,94,0.89372
8681,94,0.89372
4333,94,0.89372
2870,94,0.89372
8304,94,0.89372
8142,94,0.89372
3991,94,0.89372
2244,94,0.89372
1867,94,0.89372
3225,94,0.89372
6699,94,0.89372
7246,94,0.89372
2092,94,0.89372
1126,94,0.89372
2803,94,0.89372
9310,95,0.9365
8319,95,0.9365
4116,95,0.9365
4216,95,0.9365
2539,95,0.9365
7711,95,0.9365
1953,95,0.9365
7377,95,0.9365
9986,95,0.9365
9942,95,0.9365
6782,95,0.9365
7916,95,0.9365
9021,95,0.9365
1274,95,0.9365
9116,95,0.9365
7937,95,0.9365
5477,95,0.9365
8274,95,0.9365
9039,95,0.9365
3775,95,0.9365
6914,95,0.9365
7056,95,0.9365
2101,95,0.9365
6823,95,0.9365
8898,95,0.9365
1244,95,0.9365
8040,95,0.9365
1661,95,0.9365
8473,95,0.9365
9905,95,0.9365
5018,95,0.9365
8767,95,0.9365
1190,96,0.97985
1916,96,0.97985
8025,96,0.97985
3057,96,0.97985
5041,96,0.97985
8478,96,0.97985
6524,96,0.97985
1038,96,0.97985
6253,96,0.97985
7910,96,0.97985
5054,96,0.97985
1815,96,0.97985
5410,96,0.97985
5519,96,0.97985
8082,96,0.97985
9985,96,0.97985
3120,96,0.97985
5223,96,0.97985
9279,96,0.97985
1241,96,0.97985
1140,96,0.97985
4599,96,0.97985
8998,96,0.97985
4426,96,0.97985
1756,96,0.97985
6495,96,0.97985
9786,96,0.97985
3650,96,0.97985
4873,96,0.97985
9203,96,0.97985
9452,96,0.97985
8736,96,0.97985
4815,97,1.02384
7974,97,1.02384
4013,97,1.02384
8708,97,1.02384
9158,97,1.02384
8331,97,1.02384
7622,97,1.02384
6142,97,1.02384
9030,97,1.02384
5045,97,1.02384
5676,97,1.02384
2292,97,1.02384
5227,97,1.02384
2261,97,1.02384
2853,97,1.02384
3220,97,1.02384
7963,97,1.02384
6114,97,1.02384
7399,97,1.02384
2943,97,1.02384
6072,97,1.02384
6772,97,1.02384
1649,97,1.02384
1183,97,1.02384
4746,97,1.02384
3504,97,1.02384
2577,97,1.02384
8560,98,1.06851
7067,98,1.06851
8931,98,1.06851
2750,98,1.06851
8218,98,1.06851
8779,98,1.06851
3801,98,1.06851
7497,98,1.06851
9536,98,1.06851
4281,98,1.06851
6591,98,1.06851
8598,98,1.06851
9283,98,1.06851
3618,98,1.06851
4383,98,1.06851
6087,98,1.06851
3259,98,1.06851
3390,98,1.06851
7980,98,1.06851
9190,98,1.06851
3883,98,1.06851
3581,98,1.06851
5466,98,1.06851
1730,98,1.06851
6500,98,1.06851
1547,98,1.06851
1985,98,1.06851
7000,98,1.06851
7283,98,1.06851
9129,98,1.06851
2840,98,1.06851
3148,98,1.06851
7759,98,1.06851
2938,98,1.06851
2391,98,1.06851
7812,98,1.06851
7303,98,1.06851
2591,98,1.06851
4601,98,1.06851
9405,98,1.06851
2375,99,1.11391
3213,99,1.11391
8137,99,1.11391
3451,99,1.11391
8557,99,1.11391
5048,99,1.11391
1130,99,1.11391
6148,99,1.11391
2509,99,1.11391
2821,99,1.11391
4784,99,1.11391
6550,99,1.11391
3366,99,1.11391
1799,99,1.11391
6327,99,1.11391
1059,99,1.11391
4082,99,1.11391
3030,99,1.11391
7879,99,1.11391
2797,99,1.11391
3247,99,1.11391
3032,99,1.11391
6596,99,1.11391
9787,99,1.11391
9991,99,1.11391
6863,99,1.11391
3720,99,1.11391
1610,99,1.11391
7940,99,1.11391
1247,99,1.11391
3377,99,1.11391
2911,99,1.11391
9845,99,1.11391
4362,99,1.11391
2383,99,1.11391
3837,99,1.11391
4649,99,1.11391
8317,99,1.11391
1850,99,1.11391
5983,99,1.11391
9463,99,1.11391
8364,100,1.16007
8092,100,1.16007
8919,100,1.16007
4949,100,1.16007
6990,100,1.16007
1379,100,1.16007
5390,100,1.16007
6173,100,1.16007
7450,100,1.16007
2538,100,1.16007
9921,100,1.16007
9242,100,1.16007
8291,100,1.16007
4324,100,1.16007
6740,100,1.16007
5545,100,1.16007
8824,100,1.16007
8641,100,1.16007
4287,100,1.16007
2699,100,1.16007
2950,100,1.16007
2874,100,1.16007
7113,100,1.16007
3201,100,1.16007
6469,100,1.16007
2785,100,1.16007
9423,100,1.16007
4367,100,1.16007
1044,101,1.20708
6097,101,1.20708
2528,101,1.20708
8346,101,1.20708
7599,101,1.20708
3441,101,1.20708
2695,101,1.20708
3950,101,1.20708
4666,101,1.20708
1731,101,1.20708
3263,101,1.20708
7199,101,1.20708
7340,101,1.20708
8904,101,1.20708
2271,101,1.20708
4520,101,1.20708
1101,101,1.20708
8623,101,1.20708
4246,101,1.20708
1738,101,1.20708
8299,101,1.20708
2043,101,1.20708
1818,101,1.20708
8945,101,1.20708
3047,101,1.20708
5213,101,1.20708
9214,101,1.20708
3842,101,1.20708
8877,102,1.25497
3850,102,1.25497
8635,102,1.25497
4220,102,1.25497
8633,102,1.25497
3999,102,1.25497
2213,102,1.25497
1522,102,1.25497
3653,102,1.25497
6375,102,1.25497
5668,102,1.25497
6356,102,1.25497
5472,102,1.25497
8962,102,1.25497
5373,102,1.25497
5312,102,1.25497
3611,102,1.25497
7648,102,1.25497
2888,102,1.25497
7388,102,1.25497
8889,102,1.25497
1986,102,1.25497
1124,102,1.25497
7801,102,1.25497
8190,102,1.25497
2352,102,1.25497
7849,102,1.25497
1636,102,1.25497
9278,102,1.25497
7192,102,1.25497
9233,102,1.25497
9789,102,1.25497
9409,103,1.30383
2817,103,1.30383
6238,103,1.30383
8469,103,1.30383
3553,103,1.30383
4435,103,1.30383
4219,103,1.30383
9048,103,1.30383
4720,103,1.30383
8330,103,1.30383
2456,103,1.30383
2070,103,1.30383
3972,103,1.30383
3904,103,1.30383
8176,103,1.30383
7615,103,1.30383
4957,103,1.30383
8129,103,1.30383
9615,103,1.30383
7282,103,1.30383
6833,103,1.30383
9273,103,1.30383
8837,103,1.30383
9663,103,1.30383
7938,103,1.30383
1894,103,1.30383
7178,103,1.30383
8772,103,1.30383
8349,103,1.30383
7269,103,1.30383
2561,103,1.30383
9564,103,1.30383
4875,103,1.30383
1353,103,1.30383
2388,103,1.30383
9078,103,1.30383
7186,103,1.30383
6837,103,1.30383
6244,103,1.30383
7653,103,1.30383
2440,103,1.30383
8856,103,1.30383
7714,103,1.30383
3115,103,1.30383
6450,103,1.30383
3274,103,1.30383
4221,103,1.30383
7881,103,1.30383
7843,104,1.35371
5750,104,1.35371
8572,104,1.35371
4353,104,1.35371
8513,104,1.35371
2444,104,1.35371
8784,104,1.35371
3887,104,1.35371
7633,104,1.35371
8707,104,1.35371
6704,104,1.35371
8120,104,1.35371
6684,104,1.35371
2562,104,1.35371
7639,104,1.35371
7796,104,1.35371
9701,104,1.35371
1149,104,1.35371
9014,104,1.35371
3602,104,1.35371
9252,104,1.35371
5249,104,1.35371
8056,104,1.35371
5505,104,1.35371
4888,104,1.35371
6321,104,1.35371
6519,104,1.35371
3196,105,1.40472
8006,105,1.40472
6263,105,1.40472
1106,105,1.40472
3799,105,1.40472
8405,105,1.40472
6861,105,1.40472
1908,105,1.40472
2766,105,1.40472
3236,105,1.40472
3429,105,1.40472
8417,105,1.40472
9513,105,1.40472
8500,105,1.40472
6501,105,1.40472
9346,105,1.40472
1787,105,1.40472
7705,105,1.40472
8301,105,1.40472
8259,105,1.40472
9844,105,1.40472
2205,105,1.40472
2105,105,1.40472
1568,105,1.40472
5834,105,1.40472
6516,105,1.40472
6957,105,1.40472
1981,105,1.40472
9561,105,1.40472
9671,105,1.40472
7158,105,1.40472
8141,105,1.40472
1288,105,1.40472
5347,105,1.40472
7560,105,1.40472
8061,106,1.45693
7751,106,1.45693
9694,106,1.45693
8471,106,1.45693
4825,106,1.45693
5096,106,1.45693
4308,106,1.45693
4915,106,1.45693
9644,106,1.45693
1704,106,1.45693
2558,106,1.45693
2288,106,1.45693
6880,106,1.45693
6323,106,1.45693
5193,106,1.45693
9205,106,1.45693
9798,106,1.45693
5093,106,1.45693
6493,106,1.45693
4990,106,1.45693
2077,106,1.45693
9227,106,1.45693
3302,106,1.45693
7726,106,1.45693
9512,106,1.45693
3554,106,1.45693
8081,106,1.45693
9154,106,1.45693
8169,106,1.45693
2102,106,1.45693
2314,106,1.45693
1697,106,1.45693
2212,106,1.45693
2247,106,1.45693
3834,106,1.45693
2099,106,1.45693
4686,106,1.45693
8618,107,1.51045
5099,107,1.51045
6630,107,1.51045
1838,107,1.51045
4443,107,1.51045
5749,107,1.51045
5642,107,1.51045
6649,107,1.51045
2063,107,1.51045
4823,107,1.51045
7456,107,1.51045
1724,107,1.51045
7461,107,1.51045
1733,107,1.51045
4103,107,1.51045
8827,107,1.51045
2419,107,1.51045
7177,107,1.51045
6768,107,1.51045
5516,107,1.51045
1136,107,1.51045
5660,107,1.51045
6739,107,1.51045
5925,107,1.51045
4095,107,1.51045
9309,107,1.51045
2596,107,1.51045
7126,107,1.51045
8452,107,1.51045
5856,107,1.51045
2232,107,1.51045
3627,107,1.51045
4552,108,1.56537
6257,108,1.56537
4026,108,1.56537
1669,108,1.56537
5606,108,1.56537
